the footprint,след (ноги),the footprint,1,лъалда,2,лъалда,2,лъалда,2,"лъалда, лъале",2,лъалда,2,лъали,2,лъак1и,2,лъали (лъак1и может быть ошибка),2,,,,,,,гьал,3,"лъак1, гьаль подтвердил","3,4",гьаль,3,"анж, лъалк1","3,5",гьаль (как горох),3,izi,6,гьыз,7,лъакI,5
the whetstone,"оселок, точило, точильный камень",#N/A,1,"к1к1едер, хану, хьедер","2,3,4","хану, к1к1едер","2,3",биг1айдоб анча,5,,,к1к1едер,3,"к1едири, гьану","2,3",хъанулълъи ич1а,6,иНч1а (просто камень),6,,,,,,,0,,бесун ашаду гьинца (нож точащий камень),7,,,бесун ашаду гьинца (нож точащий камень),7,ашадоб гьинц1а,7,məhəkdaşı,8,"билев таш, къайракъ","9,10","бахкен, хоно, čarx","11,12,13"
the father-in-law (of a man),тесть,#N/A,1,имакьер,2,имакьер,2,,,,,,,имакьер,2,,,имакье,2,,,,,,,имакьар,2,0,,,,,,,,qayınatası,3,къайната,3,"вакьад, вакьадэмен (чIужуялъул эмен)",4
the nest,гнездо,the nest,1,берхьван,2,берхьван,2,мисиа (птичий дом),"3,4",миса подтвержил,3,птичий дом,4,берхьван,2,реше,5,решва,5,,,решва,5,,,чиНдв,6,бехьун,7,бехьун,7,бехьун,7,шакол1 бегьун,7,уя?,8,уя,8,хIанчIибусен,9
the worm,червяк,the worm,1,"берка, жи, х1апара, наац1е","2,3,4,5",жужука,6,жужука - просто насекомое,6,,,,,0,,бека (и змея тоже),2,бека,2,,,,,,,хIутI,7,берча (змея),2,,,муко берча,2,берча,2,qurd,8,хурт,8,"хIутI, борохь, хIапара, къвекI","3,9,10"
the navel,пупок,#N/A,1,ц1ц1уНдул,2,ц1ц1уНдул,2,ц1ц1уНдул,2,ц1ц1уНдул,2,ц1ц1уНдул,2,ц1унт1у,2, ц1укьи кат1и,3,ц1унолъи кат1и,3,,,,,,,ČуНй,4,баквала желяго кат (на животе дырка),5,,,,,ц1уНй,4,göbək,6,гинник,7,цIину,4
the ant,муравей,the ant,1,лъарц1ц1е,2,лъарц1ц1е,2,лъарц1ц1е,2,лъарц1ц1е,2,лъарц1ц1е,2,к1к1ара (непонятный звук),3,ц1уц1ра,4,ККари,5,,,,,,,жуНж,6,гьарц1а,7,,,гьарц1а,7,х1ац1а,8,qarışqa,9,къомурсгъа,10,цIунцIра,4
the tree stump,пень,#N/A,1,"гъорт1а, х1аНк1вара","2,3",гъорт1а,2,гъорт1а,2,"х1анк1вара, гъорт1а только ругательство","2,3",х1аНк1вара,3,второе,3,,,?,,,,,,,,"къабáра, кIабáра",6,рошалъи букъе буходан,7,,,х1анк1вара,3,х1анк1вара,3,kötük,8,тюпгюч,9,хIехь,10
the tail,хвост,the tail,1,"мигъа, рач1ч1ел","2,3",мигъа,2,мигъа,2,мигъа,2,мигъа,2,мигъа,2,калълъи,4,подтвердил,4,,,,,,,мигъа,2,мигьа,2,мигъа,2,мигъа,2,мигъа,2,quyruq,5,къуйрукъ,5,рачI,6
the wing,крыло,#N/A,1,лъиру,2,лъиру,2,лъиру,2,лъиру,2,лъиру,2,лъиру,2,лъиро,2,лъиро,2,,,,,,,гьилв,3,0,,пир,4,пир,4,пир,4,qanad,5,къанат,5,кваркьи,6
the shade or shadow,тень,the shade or shadow,1,аНччу,2,аНччу,2,аНччу,2,аНччу,2,аНччу,2,анчва,2,гьугьу,3,гьугьу,3,,,,,,,аНщв,2,к1аншва,4,к1аншо (также ящерица),4,к1аншо,4,к1аншо,4,kölgə,5,гёлентки,6,рагIад,7
the grasshopper,кузнечик,the grasshopper,1,гъац1а,2,гъац1а,2,гъац1а,2,гъац1а,2,гъац1а,2,гъац1а,2,гьац1а,2,гьац1а,2,,,,,,,гъáцIа,2,гъанц1а,2,гъанц1а,2,гъанц1а,2,подтвердила,2,çəyirtkə,3,увакъ ченгертки,3,гарцI (гьитIинаб),2
the thunder,гром,#N/A,1,решин,2,решин гъургъуре,2,гъургхури,3,гъургъури решен,3,пире,4,,,реше гъвере,3,лъац1о,5,,,,,,,гъóдар,6,гьач1в,6,зваргъи,7,реше худи,3,реше худир,3,ildırım,8,кёк кёкюрев,9,зоб гъугъай,10
the beeswax,воск (пчелиный),the beeswax,1,щиру,2,щиру,2,щиру,2,щиру,2,щиру,2,х1еру,3,гъане,4,гъане,4,,,гъане,4,,,щирв,2,щер,2,щер,2,щер,2,щер,2,mum,5,балавуз,6,найил хIе,3
the sand,песок (строительный),the sand,1,соро,2,соро,2,соро,2,соро,2,соро,2,сали,3,сали,3,песоки,4,,,,,,,сел / селв,5,сер,6,,,сер,6,сер,6,qum,7,"хум, къайыр","8,9",сали,3
the clay,глина,#N/A,1,"шиши, щаг1ила - жженая, хъай — глина-краска","2,3",шиши,2,шиши,2,шиши,2,шиши,2,х1ари,4,х1ат1а,5,х1ат1а,5,,,х1ат1а,5,,,гъугъýн,6,гъургъун,6,не знаю (гъургъун - раствор),,уНш,7,уНщ,7,gil,8,"саз, саз балчыкъ","9,10","хIатI, хIатIракь",5
the blister,мозоль,the blister,1,"гьаНк1ва, пиНкьа","2,3",пинкьа,3,пинкьа,3,пинкьа,3,пинкье,3,мозоль,1,гьими,5,гене,6,,,,,,,руČ,7,"пуль, (труба тоже)",8,,,"пуль, (труба тоже)",8,"пуль, (труба тоже)",8,qarğıdalı,9,къатыв,10,"гьанамагI, пинкь","3,11"
the egg,яйцо,the egg,1,к1арк1ан,2,к1арк1ан,2,к1арк1ан,2,к1арк1ан,2,к1арк1ан,2,гьану,3,кану,3,хъану,3,,,,,,,чIачIáн,4,ч1еч1ен,4,ч1еч1ен,4,ч1еч1ан,4,ч1еч1ен,4,yumurta,5,йымырткъа,6,хоно,7
the elbow,локоть,#N/A,1,,,,,ц1ц1ик1к1ван,2,ц1ц1ик1к1ван,2,,,,,,,,,,,,,ц1ц1ик1к1ван,2,"ČуНкáл, ČуНчIáл","3,4",ц1унк1уль гъажулъиб,5,ц1унк1уль гъажулъиб,5,гъажула ц1унк1ал,5,последнее,5,dirsək,6,тирсек,6,гIункIрукь,7
the spider web,паутина,#N/A,1,,,,,паука дом,2,паука дом,2,,,,,,,,,,,,,паука дом,2,нисхъаранис,3,балугьанлъи квар,4,,,хъаранис,3,хъаранисил1 аш,5,tor,6,"мияманы аву, ав","7,8","хъанхъра, нуси","9,10"
the lip,губа,the lip,1,суНк1а,2,суНк1а,2,суНк1а,2,суНк1а,2,суНк1а,2,сими,3,шеме,3,шеме,3,,,шеме,3,,,сим,3,к1от1и (губы),4,к1от1и (губы),4,к1от1и (губы),4,к1от1,4,dodaq,5,эрин,6,кIветI,4
the chin,подбородок,#N/A,1,"жоно, илилокьисс мак1ва","2,3",жоно,2,жоно,2,жоно,2,жорно,2,жунеъил,4, не от него жонолълъи,5, не от него жонолълъи,5,,,,,,,жунá,2,жуна,2,,,жуна,2,жуна,2,buxaq,6,сакъалтюп,7,нилъу,8
the heel,пятка,#N/A,1,сеха,2,сеха,2,цеха,2,цеха,2,сеха,2,мижа,3, сехъа,2, сехъа,2,,,,,,,нижа / мижа,3,мужа,3,,,мужа,3,мужа,3,daban,4,табан,4,"эгъе (хIатIил эгъе), щватадул эгъе",5
the firewood,"дрова, топливо",#N/A,1,,,,,худа,2,худа,2,,,,,,,,,,,,,худа,2,гьур,3,пуда,4,пуда,4,пуда,4,пуда,4,odun,5,агъач,6,цIул,7
the yolk,желток,#N/A,1,,,,,обе,2,обе,2,,,,,,,,,,,,,обе,2,0,,шишо ч1еч1ан (красное яйцо),3,шишо ч1еч1ан (красное яйцо),3,шишо ч1еч1ен подтверждает,3,г1ач1об ч1еч1ен,4,yumurta sarısı,5,йымырткъаны сариси,5,"багIархоно, тIогьилхоно",6
the partridge,куропатка,the partridge,1,гъавгъва,2,гъавгъа,2,гъавгъа,2,гъавгъа,2,гъавгъа,2,гъагъиба,2,гъагъиба,2,?,,,,,,,,гъáгъа,2,0,,,,гъагъва,2,подтвердила,2,kəklik,3,къыр тавукъ,4,мокъокъ,5
the sleeve,рукав,the sleeve,1,кваха,2,кваха,2,кваха,2,кваха,2,кваха,2,кохил,3,квакье,4,кваххе (квакье неправильно),4,,,,,,,квахил,3,0,,,,квагьа,2,кваНхиль,3,qol,5,енг,6,къвал,7
